train_id,train_type,date,section_id,from_station,to_station,scheduled_departure,scheduled_arrival,actual_departure,actual_arrival,delay_minutes,block_length_km,track_type,speed_limit_kmph,rake_length_m,priority_level,headway_seconds,tsr_active,tsr_speed_kmph,platform_assigned,controller_action,conflict_likelihood,propagated_delay_minutes
T23134,passenger,17-09-2025,SEC013,ALD,GHY,11:30:00,13:16:00,11:38:00,13:24:00,8,137,single,78,553,2,483,N,0,P6,hold,0.88,6
T23134,passenger,17-09-2025,SEC013,ALD,GHY,11:30:00,13:16:00,11:46:00,13:32:00,16,137,single,78,553,2,483,N,0,P6,divert,0.71,13
T23134,passenger,17-09-2025,SEC013,ALD,GHY,11:30:00,13:16:00,11:38:00,13:24:00,0,137,single,78,553,2,483,N,0,P6,divert,0.71,1
T23134,passenger,17-09-2025,SEC013,ALD,GHY,11:30:00,13:16:00,11:38:00,13:24:00,8,137,single,78,553,2,483,N,0,P6,divert,0.93,7
T23134,passenger,17-09-2025,SEC013,ALD,GHY,11:30:00,13:16:00,11:38:00,13:24:00,8,137,single,78,553,2,483,N,0,P6,hold,0.74,7
T23134,passenger,17-09-2025,SEC013,ALD,GHY,11:30:00,13:16:00,11:38:00,13:24:00,8,137,single,78,553,2,483,N,0,P6,divert,0.88,8
T23134,passenger,17-09-2025,SEC013,ALD,GHY,11:30:00,13:16:00,11:38:00,13:24:00,8,137,single,78,553,2,483,N,0,P6,hold,0.9,8
T23134,passenger,17-09-2025,SEC013,ALD,GHY,11:30:00,13:16:00,11:35:00,13:21:00,5,137,single,78,553,2,483,N,0,P6,divert,0.83,5
T23134,passenger,17-09-2025,SEC013,ALD,GHY,11:30:00,13:16:00,11:45:00,13:31:00,15,137,single,78,553,2,483,N,0,P6,hold,1,14
T23134,passenger,17-09-2025,SEC013,ALD,GHY,11:30:00,13:16:00,11:38:00,13:24:00,8,137,single,78,553,2,483,N,0,P6,divert,0.86,8
T23134,passenger,17-09-2025,SEC013,ALD,GHY,11:30:00,13:16:00,11:38:00,13:24:00,8,137,single,78,553,2,483,N,0,P6,divert,0.96,8
T23134,passenger,17-09-2025,SEC013,ALD,GHY,11:30:00,13:16:00,11:38:00,13:24:00,8,137,single,78,553,2,483,N,0,P7,divert,0.97,8
T23134,passenger,17-09-2025,SEC013,ALD,GHY,11:30:00,13:16:00,11:38:00,13:24:00,8,137,single,78,553,2,483,N,0,P6,hold,0.9,5
T23134,passenger,17-09-2025,SEC013,ALD,GHY,11:30:00,13:16:00,11:48:00,13:34:00,18,137,single,78,553,2,483,N,0,P6,divert,0.92,16
T23134,passenger,17-09-2025,SEC013,ALD,GHY,11:30:00,13:16:00,11:38:00,13:24:00,8,137,single,78,553,2,483,N,0,P6,hold,0.88,7
T23134,passenger,17-09-2025,SEC013,ALD,GHY,11:30:00,13:16:00,11:49:00,13:35:00,19,137,single,78,553,2,483,N,0,P6,hold,0.97,16
T23134,passenger,17-09-2025,SEC013,ALD,GHY,11:30:00,13:16:00,11:41:00,13:27:00,11,137,single,78,553,2,483,N,0,P6,divert,0.96,8
T23134,passenger,17-09-2025,SEC013,ALD,GHY,11:30:00,13:16:00,12:04:00,13:50:00,34,137,single,78,553,2,483,Y,45,P6,divert,0.99,34
T23134,passenger,17-09-2025,SEC013,ALD,GHY,11:30:00,13:16:00,11:38:00,13:24:00,8,137,single,78,553,2,483,N,0,P6,hold,0.84,8
T23134,passenger,17-09-2025,SEC013,ALD,GHY,11:30:00,13:16:00,11:38:00,13:24:00,8,137,single,78,553,2,483,Y,60,P6,hold,0.77,8
T23134,passenger,17-09-2025,SEC013,ALD,GHY,11:30:00,13:16:00,11:38:00,13:24:00,0,137,single,78,553,2,483,N,0,P6,hold,0.89,1
T23134,passenger,17-09-2025,SEC013,ALD,GHY,11:30:00,13:16:00,11:38:00,13:24:00,0,137,single,78,553,2,483,Y,45,P6,divert,0.73,1
T23134,passenger,17-09-2025,SEC013,ALD,GHY,11:30:00,13:16:00,11:38:00,13:24:00,8,137,single,78,553,2,483,N,0,P6,divert,0.82,7
T23134,passenger,17-09-2025,SEC013,ALD,GHY,11:30:00,13:16:00,11:38:00,13:24:00,8,137,single,78,553,2,483,N,0,P6,hold,0.73,7
T23134,passenger,17-09-2025,SEC013,ALD,GHY,11:30:00,13:16:00,11:38:00,13:24:00,8,137,single,78,553,2,483,N,0,P6,hold,0.92,8
T23134,passenger,17-09-2025,SEC013,ALD,GHY,11:30:00,13:16:00,11:38:00,13:24:00,8,137,single,78,553,2,483,N,0,P6,divert,0.71,8
T23134,passenger,17-09-2025,SEC013,ALD,GHY,11:30:00,13:16:00,11:38:00,13:24:00,8,137,single,78,553,2,483,Y,30,P6,hold,0.93,8
T23134,passenger,17-09-2025,SEC013,ALD,GHY,11:30:00,13:16:00,11:38:00,13:24:00,8,137,single,78,553,2,483,N,0,P6,hold,0.92,6
T23134,passenger,17-09-2025,SEC013,ALD,GHY,11:30:00,13:16:00,11:38:00,13:24:00,8,137,single,78,553,2,483,N,0,P1,hold,0.7,5
T23134,passenger,17-09-2025,SEC013,ALD,GHY,11:30:00,13:16:00,11:38:00,13:24:00,8,137,single,78,553,2,483,Y,60,P6,divert,0.99,8
T23134,passenger,17-09-2025,SEC013,ALD,GHY,11:30:00,13:16:00,11:43:00,13:29:00,13,137,single,78,553,2,483,N,0,P3,divert,0.76,11
T23134,passenger,17-09-2025,SEC013,ALD,GHY,11:30:00,13:16:00,11:43:00,13:29:00,13,137,single,78,553,2,483,N,0,P6,hold,0.75,13
T23134,passenger,17-09-2025,SEC013,ALD,GHY,11:30:00,13:16:00,11:38:00,13:24:00,8,137,single,78,553,2,483,N,0,P6,hold,0.93,5
T23134,passenger,17-09-2025,SEC013,ALD,GHY,11:30:00,13:16:00,11:38:00,13:24:00,8,137,single,78,553,2,483,N,0,P6,hold,0.81,6
T23134,passenger,17-09-2025,SEC013,ALD,GHY,11:30:00,13:16:00,11:50:00,13:36:00,20,137,single,78,553,2,483,Y,45,P6,divert,0.7,20
T23134,passenger,17-09-2025,SEC013,ALD,GHY,11:30:00,13:16:00,11:38:00,13:24:00,0,137,single,78,553,2,483,N,0,P6,hold,0.84,1
T23134,passenger,17-09-2025,SEC013,ALD,GHY,11:30:00,13:16:00,11:38:00,13:24:00,8,137,single,78,553,2,483,N,0,P6,divert,0.87,8
T23134,passenger,17-09-2025,SEC013,ALD,GHY,11:30:00,13:16:00,11:38:00,13:24:00,8,137,single,78,553,2,483,N,0,P6,divert,0.78,8
T23134,passenger,17-09-2025,SEC013,ALD,GHY,11:30:00,13:16:00,11:38:00,13:24:00,8,137,single,78,553,2,483,N,0,P6,hold,1,8
T23134,passenger,17-09-2025,SEC013,ALD,GHY,11:30:00,13:16:00,11:38:00,13:24:00,8,137,single,78,553,2,483,N,0,P6,hold,0.79,6
T23134,passenger,17-09-2025,SEC013,ALD,GHY,11:30:00,13:16:00,11:38:00,13:24:00,8,137,single,78,553,2,483,N,0,P6,divert,0.72,6
T23134,passenger,17-09-2025,SEC013,ALD,GHY,11:30:00,13:16:00,11:38:00,13:24:00,8,137,single,78,553,2,483,N,0,P6,divert,0.84,5
T23134,passenger,17-09-2025,SEC013,ALD,GHY,11:30:00,13:16:00,11:38:00,13:24:00,8,137,single,78,553,2,483,Y,45,P6,divert,0.98,7
T23134,passenger,17-09-2025,SEC013,ALD,GHY,11:30:00,13:16:00,11:38:00,13:24:00,8,137,single,78,553,2,483,N,0,P6,hold,0.72,7
T23385,suburban,16-09-2025,SEC002,CNB,ALD,00:34:00,02:00:00,00:49:00,02:15:00,15,105,double,73,383,2,586,N,0,P3,none,0.13,0
T23385,suburban,16-09-2025,SEC003,ALD,MGS,02:00:00,04:11:00,02:14:00,04:25:00,14,131,double,60,315,2,291,N,0,P8,none,0,0
T23385,suburban,16-09-2025,SEC004,MGS,GAYA,04:11:00,06:27:00,04:26:00,06:42:00,15,172,double,76,357,2,279,N,0,P2,none,0.25,0
T23385,suburban,16-09-2025,SEC005,GAYA,DHN,06:27:00,08:28:00,06:42:00,08:43:00,15,147,electrified,73,407,2,598,N,0,P5,divert,0.86,0
T23385,suburban,16-09-2025,SEC006,DHN,ASN,08:28:00,09:59:00,08:55:00,10:26:00,27,74,single,66,480,2,367,Y,30,P7,reschedule,0.27,0
T23385,suburban,16-09-2025,SEC007,ASN,HWH,09:59:00,11:59:00,10:12:00,12:12:00,13,136,double,68,428,2,226,N,0,P6,none,0.23,0
T23385,suburban,16-09-2025,SEC001,NDLS,CNB,23:20:00,00:34:00,23:35:00,00:49:00,15,73,electrified,69,444,2,392,Y,45,P2,prioritize,0.84,2
T28421,suburban,18-09-2025,SEC001,NDLS,CNB,12:10:00,13:18:00,12:14:00,13:22:00,4,73,single,64,456,2,414,N,0,P5,prioritize,0.97,17
T28421,suburban,18-09-2025,SEC002,CNB,ALD,13:18:00,14:41:00,13:20:00,14:43:00,2,105,double,76,381,2,332,N,0,P2,none,0.14,0
T28421,suburban,18-09-2025,SEC003,ALD,MGS,14:41:00,16:48:00,14:43:00,16:50:00,2,131,single,62,372,2,517,N,0,P2,divert,0.83,0
T28421,suburban,18-09-2025,SEC004,MGS,GAYA,16:48:00,19:24:00,16:53:00,19:29:00,5,172,double,66,393,2,243,N,0,P2,none,0.15,0
T28421,suburban,18-09-2025,SEC005,GAYA,DHN,19:24:00,21:20:00,19:29:00,21:25:00,5,147,double,76,301,2,191,N,0,P4,prioritize,0.93,0
T28421,suburban,18-09-2025,SEC006,DHN,ASN,21:20:00,22:30:00,21:25:00,22:35:00,5,74,electrified,63,405,2,309,N,0,P4,prioritize,0.99,0
T28421,suburban,18-09-2025,SEC007,ASN,HWH,22:30:00,00:46:00,22:34:00,00:50:00,4,136,single,60,404,2,200,N,0,P5,none,0.06,0
T29298,suburban,09-09-2025,SEC001,NDLS,CNB,08:10:00,09:26:00,08:27:00,09:43:00,17,73,single,66,359,2,379,Y,45,P2,reschedule,0.43,5
T29298,suburban,09-09-2025,SEC002,CNB,ALD,09:26:00,10:49:00,09:37:00,11:00:00,11,105,single,76,492,2,235,N,0,P8,none,0.05,0
T29298,suburban,09-09-2025,SEC003,ALD,MGS,10:49:00,13:21:00,11:16:00,13:48:00,27,131,double,75,490,2,215,Y,30,P4,hold,0.46,0
T29298,suburban,09-09-2025,SEC004,MGS,GAYA,13:21:00,16:06:00,13:35:00,16:20:00,14,172,single,75,442,2,270,Y,45,P6,prioritize,0.73,0
T29298,suburban,09-09-2025,SEC005,GAYA,DHN,16:06:00,18:02:00,16:23:00,18:19:00,17,147,double,76,413,2,192,N,0,P2,none,0.08,0
T29298,suburban,09-09-2025,SEC006,DHN,ASN,18:02:00,18:58:00,18:24:00,19:20:00,22,74,electrified,80,402,2,365,N,0,P7,none,0.24,0
T29298,suburban,09-09-2025,SEC007,ASN,HWH,18:58:00,20:45:00,19:14:00,21:01:00,16,136,double,76,329,2,559,N,0,P7,prioritize,0.74,0
T29519,express,21-09-2025,SEC001,NDLS,CNB,14:15:00,14:52:00,14:15:00,14:52:00,0,73,double,119,723,1,546,N,0,P4,none,0.06,4
T29519,express,21-09-2025,SEC002,CNB,ALD,14:52:00,15:50:00,14:52:00,15:50:00,0,105,single,108,517,1,593,N,0,P5,none,0.29,0
T29519,express,21-09-2025,SEC003,ALD,MGS,15:50:00,17:15:00,15:53:00,17:18:00,3,131,double,93,579,1,511,N,0,P4,none,0.27,0
T29519,express,21-09-2025,SEC004,MGS,GAYA,17:15:00,19:00:00,17:27:00,19:12:00,12,172,double,98,661,1,326,N,0,P8,prioritize,1,0
T29519,express,21-09-2025,SEC005,GAYA,DHN,19:00:00,20:16:00,19:16:00,20:32:00,16,147,double,116,721,1,595,N,0,P8,reschedule,1,0
T29519,express,21-09-2025,SEC006,DHN,ASN,20:16:00,21:00:00,20:24:00,21:08:00,8,74,double,102,614,1,274,N,0,P2,none,0.28,0
T29519,express,21-09-2025,SEC007,ASN,HWH,21:00:00,22:14:00,21:09:00,22:23:00,9,136,double,110,585,1,417,N,0,P1,none,0.11,0
T32275,freight,17-09-2025,SEC002,BCT,MAS,11:30:00,12:49:00,11:30:00,12:49:00,0,90,double,58,811,3,454,N,0,P7,hold,0.93,0
T32275,freight,17-09-2025,SEC002,BCT,MAS,11:30:00,12:49:00,11:30:00,12:49:00,0,90,double,58,811,3,454,N,0,P7,hold,0.97,0
T32275,freight,17-09-2025,SEC002,BCT,MAS,11:30:00,12:49:00,11:38:00,12:57:00,8,90,double,58,811,3,454,Y,30,P2,hold,0.81,5
T32275,freight,17-09-2025,SEC002,BCT,MAS,11:30:00,12:49:00,11:30:00,12:49:00,0,90,double,58,811,3,454,N,0,P7,divert,0.95,0
T32275,freight,17-09-2025,SEC002,BCT,MAS,11:30:00,12:49:00,11:30:00,12:49:00,0,90,double,58,811,3,454,N,0,P7,divert,0.76,0
T32275,freight,17-09-2025,SEC002,BCT,MAS,11:30:00,12:49:00,11:30:00,12:49:00,0,90,double,58,811,3,454,N,0,P7,hold,0.87,0
T32275,freight,17-09-2025,SEC002,BCT,MAS,11:30:00,12:49:00,11:30:00,12:49:00,0,90,double,58,811,3,454,N,0,P7,divert,0.82,0
T32275,freight,17-09-2025,SEC002,BCT,MAS,11:30:00,12:49:00,11:30:00,12:49:00,0,90,double,58,811,3,454,N,0,P7,hold,0.73,0
T32275,freight,17-09-2025,SEC002,BCT,MAS,11:30:00,12:49:00,11:30:00,12:49:00,0,90,double,58,811,3,454,N,0,P7,divert,0.7,0
T32275,freight,17-09-2025,SEC002,BCT,MAS,11:30:00,12:49:00,11:30:00,12:49:00,0,90,double,58,811,3,454,N,0,P7,hold,0.85,0
T32275,freight,17-09-2025,SEC002,BCT,MAS,11:30:00,12:49:00,11:37:00,12:56:00,7,90,double,58,811,3,454,N,0,P7,divert,0.81,4
T32275,freight,17-09-2025,SEC002,BCT,MAS,11:30:00,12:49:00,11:30:00,12:49:00,0,90,double,58,811,3,454,N,0,P7,divert,0.91,0
T32275,freight,17-09-2025,SEC002,BCT,MAS,11:30:00,12:49:00,11:30:00,12:49:00,0,90,double,58,811,3,454,N,0,P7,divert,0.9,0
T32275,freight,17-09-2025,SEC002,BCT,MAS,11:30:00,12:49:00,11:34:00,12:53:00,4,90,double,58,811,3,454,N,0,P7,divert,0.85,4
T32275,freight,17-09-2025,SEC002,BCT,MAS,11:30:00,12:49:00,11:30:00,12:49:00,0,90,double,58,811,3,454,N,0,P7,hold,0.73,0
T32275,freight,17-09-2025,SEC002,BCT,MAS,11:30:00,12:49:00,11:30:00,12:49:00,0,90,double,58,811,3,454,N,0,P7,divert,0.83,0
T32275,freight,17-09-2025,SEC002,BCT,MAS,11:30:00,12:49:00,11:30:00,12:49:00,0,90,double,58,811,3,454,N,0,P1,hold,0.95,0
T32275,freight,17-09-2025,SEC002,BCT,MAS,11:30:00,12:49:00,11:30:00,12:49:00,0,90,double,58,811,3,454,Y,45,P7,hold,0.73,0
T32275,freight,17-09-2025,SEC002,BCT,MAS,11:30:00,12:49:00,11:30:00,12:49:00,0,90,double,58,811,3,454,N,0,P7,divert,0.9,0
T32275,freight,17-09-2025,SEC002,BCT,MAS,11:30:00,12:49:00,11:30:00,12:49:00,0,90,double,58,811,3,454,N,0,P7,hold,0.79,0
T32275,freight,17-09-2025,SEC002,BCT,MAS,11:30:00,12:49:00,11:30:00,12:49:00,0,90,double,58,811,3,454,N,0,P7,hold,0.96,0
T32275,freight,17-09-2025,SEC002,BCT,MAS,11:30:00,12:49:00,11:30:00,12:49:00,0,90,double,58,811,3,454,N,0,P5,hold,0.73,0
T32275,freight,17-09-2025,SEC002,BCT,MAS,11:30:00,12:49:00,11:30:00,12:49:00,0,90,double,58,811,3,454,N,0,P7,hold,0.95,0
T32275,freight,17-09-2025,SEC002,BCT,MAS,11:30:00,12:49:00,11:45:00,13:04:00,15,90,double,58,811,3,454,N,0,P7,divert,0.93,11
T32275,freight,17-09-2025,SEC002,BCT,MAS,11:30:00,12:49:00,11:30:00,12:49:00,0,90,double,58,811,3,454,N,0,P7,hold,0.7,0
T32275,freight,17-09-2025,SEC002,BCT,MAS,11:30:00,12:49:00,11:30:00,12:49:00,0,90,double,58,811,3,454,N,0,P7,divert,0.74,0
T32275,freight,17-09-2025,SEC002,BCT,MAS,11:30:00,12:49:00,11:45:00,13:04:00,15,90,double,58,811,3,454,N,0,P6,divert,0.96,9
T32275,freight,17-09-2025,SEC002,BCT,MAS,11:30:00,12:49:00,11:30:00,12:49:00,0,90,double,58,811,3,454,N,0,P7,hold,0.79,0
T32275,freight,17-09-2025,SEC002,BCT,MAS,11:30:00,12:49:00,11:30:00,12:49:00,0,90,double,58,811,3,454,N,0,P7,hold,0.7,0
T32275,freight,17-09-2025,SEC002,BCT,MAS,11:30:00,12:49:00,11:30:00,12:49:00,0,90,double,58,811,3,454,N,0,P1,divert,0.98,0
T32275,freight,17-09-2025,SEC002,BCT,MAS,11:30:00,12:49:00,11:30:00,12:49:00,0,90,double,58,811,3,454,N,0,P7,hold,0.89,0
T32275,freight,17-09-2025,SEC002,BCT,MAS,11:30:00,12:49:00,11:30:00,12:49:00,0,90,double,58,811,3,454,N,0,P7,divert,0.83,0
T32275,freight,17-09-2025,SEC002,BCT,MAS,11:30:00,12:49:00,11:30:00,12:49:00,0,90,double,58,811,3,454,N,0,P7,divert,0.81,0
T32275,freight,17-09-2025,SEC002,BCT,MAS,11:30:00,12:49:00,11:30:00,12:49:00,0,90,double,58,811,3,454,N,0,P7,hold,0.96,0
T32275,freight,17-09-2025,SEC002,BCT,MAS,11:30:00,12:49:00,11:30:00,12:49:00,0,90,double,58,811,3,454,N,0,P7,hold,0.8,0
T32275,freight,17-09-2025,SEC002,BCT,MAS,11:30:00,12:49:00,11:30:00,12:49:00,0,90,double,58,811,3,454,N,0,P7,divert,0.72,0
T32275,freight,17-09-2025,SEC002,BCT,MAS,11:30:00,12:49:00,11:30:00,12:49:00,0,90,double,58,811,3,454,Y,45,P7,hold,0.92,0
T32275,freight,17-09-2025,SEC002,BCT,MAS,11:30:00,12:49:00,11:30:00,12:49:00,0,90,double,58,811,3,454,N,0,P7,divert,0.95,0
T32275,freight,17-09-2025,SEC002,BCT,MAS,11:30:00,12:49:00,11:30:00,12:49:00,0,90,double,58,811,3,454,N,0,P7,divert,0.99,0
T32275,freight,17-09-2025,SEC002,BCT,MAS,11:30:00,12:49:00,11:30:00,12:49:00,0,90,double,58,811,3,454,N,0,P7,hold,0.97,0
T32275,freight,17-09-2025,SEC002,BCT,MAS,11:30:00,12:49:00,11:50:00,13:09:00,20,90,double,58,811,3,454,N,0,P7,hold,0.87,17
T32275,freight,17-09-2025,SEC002,BCT,MAS,11:30:00,12:49:00,11:30:00,12:49:00,0,90,double,58,811,3,454,Y,45,P7,divert,0.86,0
T32275,freight,17-09-2025,SEC002,BCT,MAS,11:30:00,12:49:00,11:40:00,12:59:00,10,90,double,58,811,3,454,N,0,P7,divert,0.77,10
T32275,freight,17-09-2025,SEC002,BCT,MAS,11:30:00,12:49:00,11:30:00,12:49:00,0,90,double,58,811,3,454,N,0,P7,hold,0.77,0
T32275,freight,17-09-2025,SEC002,BCT,MAS,11:30:00,12:49:00,11:30:00,12:49:00,0,90,double,58,811,3,454,N,0,P7,hold,0.72,0
T32275,freight,17-09-2025,SEC002,BCT,MAS,11:30:00,12:49:00,11:30:00,12:49:00,0,90,double,58,811,3,454,N,0,P7,divert,0.86,0
T32275,freight,17-09-2025,SEC002,BCT,MAS,11:30:00,12:49:00,11:30:00,12:49:00,0,90,double,58,811,3,454,N,0,P2,hold,0.91,0
T32275,freight,17-09-2025,SEC002,BCT,MAS,11:30:00,12:49:00,11:30:00,12:49:00,0,90,double,58,811,3,454,Y,60,P7,hold,0.93,0
T32275,freight,17-09-2025,SEC002,BCT,MAS,11:30:00,12:49:00,11:30:00,12:49:00,0,90,double,58,811,3,454,N,0,P7,divert,0.72,0
T32275,freight,17-09-2025,SEC002,BCT,MAS,11:30:00,12:49:00,11:42:00,13:01:00,12,90,double,58,811,3,454,N,0,P7,hold,0.8,7
T32307,express,24-09-2025,SEC001,NDLS,CNB,14:00:00,14:36:00,14:05:00,14:41:00,5,73,single,123,554,1,463,N,0,P2,none,0.14,18
T32307,express,24-09-2025,SEC002,CNB,ALD,14:36:00,15:38:00,14:43:00,15:45:00,7,105,double,101,653,1,273,N,0,P5,none,0.2,0
T32307,express,24-09-2025,SEC003,ALD,MGS,15:38:00,16:39:00,15:44:00,16:45:00,6,131,electrified,129,643,1,566,N,0,P4,none,0.09,0
T32307,express,24-09-2025,SEC004,MGS,GAYA,16:39:00,18:12:00,16:45:00,18:18:00,6,172,single,111,511,1,246,N,0,P4,none,0.09,0
T32307,express,24-09-2025,SEC005,GAYA,DHN,18:12:00,19:23:00,18:30:00,19:41:00,18,147,double,125,725,1,315,N,0,P1,divert,0.22,0
T32307,express,24-09-2025,SEC006,DHN,ASN,19:23:00,20:11:00,19:29:00,20:17:00,6,74,single,93,554,1,282,N,0,P2,none,0.02,0
T32307,express,24-09-2025,SEC007,ASN,HWH,20:11:00,21:17:00,20:18:00,21:24:00,7,136,electrified,123,536,1,284,N,0,P6,none,0.16,0
T37272,freight,08-09-2025,SEC001,NDLS,CNB,03:50:00,05:06:00,03:50:00,05:06:00,0,73,electrified,58,1097,3,440,N,0,P4,none,0.11,18
T37272,freight,08-09-2025,SEC002,CNB,ALD,05:06:00,07:03:00,05:06:00,07:03:00,0,105,electrified,54,1154,3,369,N,0,P2,prioritize,0.98,0
T37272,freight,08-09-2025,SEC003,ALD,MGS,07:03:00,09:40:00,07:03:00,09:40:00,0,131,double,50,1401,3,300,N,0,P6,none,0.01,0
T37272,freight,08-09-2025,SEC004,MGS,GAYA,09:40:00,12:51:00,09:53:00,13:04:00,13,172,single,54,992,3,512,N,0,P7,divert,0.42,0
T37272,freight,08-09-2025,SEC005,GAYA,DHN,12:51:00,15:23:00,12:53:00,15:25:00,2,147,electrified,66,1081,3,404,Y,45,P7,divert,0.82,0
T37272,freight,08-09-2025,SEC006,DHN,ASN,15:23:00,16:44:00,15:28:00,16:49:00,5,74,double,55,1262,3,448,N,0,P5,none,0.19,0
T37272,freight,08-09-2025,SEC007,ASN,HWH,16:44:00,18:54:00,16:52:00,19:02:00,8,136,electrified,63,1407,3,297,N,0,P7,prioritize,0.85,0
T38406,suburban,17-09-2025,SEC018,ASR,TPTY,17:45:00,18:38:00,17:57:00,18:50:00,12,62,electrified,74,471,2,575,N,0,P5,divert,0.95,0
T38406,suburban,17-09-2025,SEC018,ASR,TPTY,17:45:00,18:38:00,17:45:00,18:38:00,0,62,electrified,74,471,2,575,N,0,P5,hold,0.86,0
T38406,suburban,17-09-2025,SEC018,ASR,TPTY,17:45:00,18:38:00,17:45:00,18:38:00,0,62,electrified,74,471,2,575,N,0,P5,divert,0.92,0
T38406,suburban,17-09-2025,SEC018,ASR,TPTY,17:45:00,18:38:00,17:45:00,18:38:00,0,62,electrified,74,471,2,575,Y,60,P5,hold,0.74,0
T38406,suburban,17-09-2025,SEC018,ASR,TPTY,17:45:00,18:38:00,17:53:00,18:46:00,8,62,electrified,74,471,2,575,N,0,P5,divert,0.93,0
T38406,suburban,17-09-2025,SEC018,ASR,TPTY,17:45:00,18:38:00,17:45:00,18:38:00,0,62,electrified,74,471,2,575,N,0,P5,hold,0.71,0
T38406,suburban,17-09-2025,SEC018,ASR,TPTY,17:45:00,18:38:00,17:45:00,18:38:00,0,62,electrified,74,471,2,575,N,0,P5,hold,0.94,0
T38406,suburban,17-09-2025,SEC018,ASR,TPTY,17:45:00,18:38:00,17:45:00,18:38:00,0,62,electrified,74,471,2,575,N,0,P5,divert,0.85,0
T38406,suburban,17-09-2025,SEC018,ASR,TPTY,17:45:00,18:38:00,18:08:00,19:01:00,23,62,electrified,74,471,2,575,N,0,P5,hold,1,5
T38406,suburban,17-09-2025,SEC018,ASR,TPTY,17:45:00,18:38:00,17:58:00,18:51:00,13,62,electrified,74,471,2,575,N,0,P5,hold,1,0
T38406,suburban,17-09-2025,SEC018,ASR,TPTY,17:45:00,18:38:00,17:57:00,18:50:00,12,62,electrified,74,471,2,575,N,0,P5,hold,0.99,0
T38406,suburban,17-09-2025,SEC018,ASR,TPTY,17:45:00,18:38:00,17:54:00,18:47:00,9,62,electrified,74,471,2,575,N,0,P5,hold,0.75,8
T38406,suburban,17-09-2025,SEC018,ASR,TPTY,17:45:00,18:38:00,17:51:00,18:44:00,6,62,electrified,74,471,2,575,Y,45,P5,hold,0.82,6
T38406,suburban,17-09-2025,SEC018,ASR,TPTY,17:45:00,18:38:00,17:45:00,18:38:00,0,62,electrified,74,471,2,575,N,0,P5,hold,0.96,0
T38406,suburban,17-09-2025,SEC018,ASR,TPTY,17:45:00,18:38:00,17:53:00,18:46:00,8,62,electrified,74,471,2,575,N,0,P5,hold,1,1
T38406,suburban,17-09-2025,SEC018,ASR,TPTY,17:45:00,18:38:00,17:50:00,18:43:00,5,62,electrified,74,471,2,575,N,0,P5,hold,0.79,3
T38406,suburban,17-09-2025,SEC018,ASR,TPTY,17:45:00,18:38:00,18:03:00,18:56:00,18,62,electrified,74,471,2,575,N,0,P5,reschedule,1,8
T38406,suburban,17-09-2025,SEC018,ASR,TPTY,17:45:00,18:38:00,17:52:00,18:45:00,7,62,electrified,74,471,2,575,N,0,P5,hold,0.82,4
T38406,suburban,17-09-2025,SEC018,ASR,TPTY,17:45:00,18:38:00,17:45:00,18:38:00,0,62,electrified,74,471,2,575,N,0,P10,divert,0.81,0
T38406,suburban,17-09-2025,SEC018,ASR,TPTY,17:45:00,18:38:00,17:45:00,18:38:00,0,62,electrified,74,471,2,575,N,0,P5,hold,0.89,0
T38406,suburban,17-09-2025,SEC018,ASR,TPTY,17:45:00,18:38:00,17:45:00,18:38:00,0,62,electrified,74,471,2,575,N,0,P5,hold,0.71,0
T38406,suburban,17-09-2025,SEC018,ASR,TPTY,17:45:00,18:38:00,17:45:00,18:38:00,0,62,electrified,74,471,2,575,N,0,P5,hold,0.95,0
T38406,suburban,17-09-2025,SEC018,ASR,TPTY,17:45:00,18:38:00,17:45:00,18:38:00,0,62,electrified,74,471,2,575,N,0,P5,hold,0.81,0
T38406,suburban,17-09-2025,SEC018,ASR,TPTY,17:45:00,18:38:00,17:54:00,18:47:00,9,62,electrified,74,471,2,575,N,0,P8,hold,0.97,0
T38406,suburban,17-09-2025,SEC018,ASR,TPTY,17:45:00,18:38:00,17:52:00,18:45:00,7,62,electrified,74,471,2,575,Y,60,P5,hold,0.94,7
T38406,suburban,17-09-2025,SEC018,ASR,TPTY,17:45:00,18:38:00,17:51:00,18:44:00,6,62,electrified,74,471,2,575,N,0,P5,hold,0.96,0
T38406,suburban,17-09-2025,SEC018,ASR,TPTY,17:45:00,18:38:00,17:45:00,18:38:00,0,62,electrified,74,471,2,575,N,0,P1,divert,0.79,0
T38406,suburban,17-09-2025,SEC018,ASR,TPTY,17:45:00,18:38:00,17:45:00,18:38:00,0,62,electrified,74,471,2,575,N,0,P5,hold,0.93,0
T38406,suburban,17-09-2025,SEC018,ASR,TPTY,17:45:00,18:38:00,17:50:00,18:43:00,5,62,electrified,74,471,2,575,N,0,P5,reschedule,1,0
T38406,suburban,17-09-2025,SEC018,ASR,TPTY,17:45:00,18:38:00,17:45:00,18:38:00,0,62,electrified,74,471,2,575,N,0,P1,divert,0.99,0
T38406,suburban,17-09-2025,SEC018,ASR,TPTY,17:45:00,18:38:00,17:45:00,18:38:00,0,62,electrified,74,471,2,575,N,0,P5,divert,0.72,0
T38406,suburban,17-09-2025,SEC018,ASR,TPTY,17:45:00,18:38:00,17:54:00,18:47:00,9,62,electrified,74,471,2,575,N,0,P5,hold,1,0
